locus_tag,gene,producto,inicio,fin,longitud_nt,longitud_aa,strand,protein_id
b2373,oxc,oxalyl-CoA decarboxylase,2490255,2491950,1695,565,-,AAC75432.1
b2374,frc,formyl-CoA transferase,2492003,2493254,1251,417,-,AAC75433.1
b2375,yfdX,protein YfdX,2493766,2494402,636,212,-,AAC75434.1
b2376,ypdI,colanic acid synthesis putative lipoprotein YpdI,2494697,2494973,276,92,+,AAC75435.1
b2377,yfdY,DUF2545 domain-containing protein YfdY,2495049,2495292,243,81,-,AAC75436.1
b2378,lpxP,palmitoleoyl acyltransferase,2495644,2496565,921,307,+,AAC75437.2
b4680,ypdK,putative membrane protein YpdK,2496920,2496992,72,24,+,ACO60002.1
b2379,alaC,glutamate--pyruvate aminotransferase AlaC,2497056,2498295,1239,413,-,AAC75438.1
b2380,pyrS,sensor histidine kinase PyrS,2498670,2500368,1698,566,+,AAC75439.1
b2381,pyrR,DNA-binding transcriptional activator PyrR,2500382,2501117,735,245,+,AAC75440.1
b2382,ypdC,putative AraC-type DNA-binding transcriptional regulator YpdC,2501129,2501987,858,286,+,AAC75441.1
b2383,fryA,putative PTS multiphosphoryl transfer protein FryA,2501989,2504485,2496,832,-,AAC75442.1
b2384,ypdE,aminopeptidase YpdE,2504509,2505547,1038,346,-,AAC75443.1
b2385,ypdF,aminopeptidase YpdF,2505546,2506632,1086,362,-,AAC75444.1
b2386,fryC,putative PTS enzyme IIC component FryC,2506646,2507894,1248,416,-,AAC75445.1
b2387,fryB,putative PTS enzyme IIB component FryB,2507915,2508242,327,109,-,AAC75446.1
b2388,glk,glucokinase,2508460,2509426,966,322,-,AAC75447.1
b2389,yfeO,putative transport protein YfeO,2509629,2510886,1257,419,+,AAC75448.1
b2390,ypeC,DUF2502 domain-containing protein YpeC,2511000,2511327,327,109,+,AAC75449.1
b2392,mntH,Mn(2(+)):H(+) symporter,2511467,2512706,1239,413,-,AAC75451.1
b4819,ypeD,protein YpeD,2512686,2512776,90,30,-,UMR55115.1
b2393,nupC,nucleoside:H(+) symporter NupC,2513041,2514244,1203,401,+,AAC75452.1
b2394,insL3,putative IS186/IS421 transposase,2514330,2515443,1113,371,+,AAC75453.2
b2395,pdeA,putative cyclic di-GMP phosphodiesterase PdeA,2515642,2517832,2190,730,-,AAC75454.2
b2398,yfeC,DNA-binding transcriptional dual regulator YfeC,2518466,2518811,345,115,+,AAC75455.2
b2399,yfeD,putative DNA-binding transcriptional regulator YfeD,2518812,2519205,393,131,+,AAC75456.3
b2400,gltX,glutamate--tRNA ligase,2519256,2520672,1416,472,-,AAC75457.1
b2405,xapR,DNA-binding transcriptional activator XapR,2521592,2522477,885,295,-,AAC75458.1
b2406,xapB,xanthosine:H(+) symporter XapB,2522728,2523985,1257,419,-,AAC75459.1
b2407,xapA,xanthosine phosphorylase,2524044,2524878,834,278,-,AAC75460.1
b2408,yfeN,putative outer membrane porin YfeN,2525126,2525891,765,255,+,AAC75461.1
b2409,yfeR,putative DNA-binding transcriptional regulator YfeR,2525929,2526856,927,309,-,AAC75462.1
b2410,yfeH,putative solute:Na(+) symporter,2526945,2527944,999,333,+,AAC75463.1
b4546,ypeB,PF12843 family protein YpeB,2527940,2528159,219,73,-,ABD18696.1
b2411,ligA,DNA ligase,2528160,2530176,2016,672,-,AAC75464.1
b2412,zipA,cell division protein ZipA,2530246,2531233,987,329,-,AAC75465.1
b2413,cysZ,sulfate:H(+) symporter,2531462,2532224,762,254,+,AAC75466.1
b2414,cysK,cysteine synthase A,2532408,2533380,972,324,+,AAC75467.1
b2415,ptsH,phosphocarrier protein HPr,2533763,2534021,258,86,+,AAC75468.1
b2416,ptsI,PTS enzyme I,2534065,2535793,1728,576,+,AAC75469.1
b2417,crr,Enzyme IIA(Glc),2535833,2536343,510,170,+,AAC75470.1
b2418,pdxK,pyridoxine/pyridoxal/pyridoxamine kinase,2536385,2537237,852,284,-,AAC75471.1
b2419,yfeK,DUF5329 domain-containing protein YfeK,2537341,2537716,375,125,+,AAC75472.1
b2420,yfeS,PF05406 family protein YfeS,2537748,2538483,735,245,+,AAC75473.1
b2421,cysM,cysteine synthase B,2538671,2539583,912,304,-,AAC75474.1
b2422,cysA,sulfate/thiosulfate ABC transporter ATP binding subunit,2539716,2540814,1098,366,-,AAC75475.1
b2423,cysW,sulfate/thiosulfate ABC transporter inner membrane subunit CysW,2540803,2541679,876,292,-,AAC75476.2
b2424,cysU,sulfate/thiosulfate ABC transporter inner membrane subunit CysU,2541678,2542512,834,278,-,AAC75477.1
b2425,cysP,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,2542511,2543528,1017,339,-,AAC75478.1
b2426,ucpA,oxidoreductase UcpA,2543831,2544623,792,264,-,AAC75479.2
b2427,murR,DNA-binding transcriptional dual regulator MurR,2544751,2545609,858,286,-,AAC75480.1
b2428,murQ,N-acetylmuramic acid 6-phosphate etherase,2545772,2546669,897,299,+,AAC75481.1
b2429,murP,N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter,2546672,2548097,1425,475,+,AAC75482.1
b2430,yfeW,penicillin binding protein 4B,2548101,2549406,1305,435,+,AAC75483.2
b2431,yfeX,porphyrinogen peroxidase,2549645,2550545,900,300,-,AAC75484.2
b2432,yfeY,DUF1131 domain-containing lipoprotein YfeY,2550640,2551216,576,192,-,AAC75485.1
b2433,yfeZ,putative inner membrane protein,2551276,2551726,450,150,-,AAC75486.2
b2434,ypeA,putative acetyltransferase YpeA,2551712,2552138,426,142,-,AAC75487.2
b2435,amiA,N-acetylmuramoyl-L-alanine amidase A,2552351,2553221,870,290,+,AAC75488.1
b2436,hemF,coproporphyrinogen III oxidase,2553224,2554124,900,300,+,AAC75489.1
b2437,eutR,putative DNA-binding transcriptional regulator EutR,2554129,2555182,1053,351,-,AAC75490.1
b2438,eutK,"putative structural protein, ethanolamine utilization microcompartment",2555227,2555728,501,167,-,AAC75491.2
b2439,eutL,"putative structural protein, ethanolamine utilization microcompartment",2555740,2556400,660,220,-,AAC75492.1
b2440,eutC,ethanolamine ammonia-lyase subunit beta,2556409,2557297,888,296,-,AAC75493.1
b2441,eutB,ethanolamine ammonia-lyase subunit alpha,2557317,2558679,1362,454,-,AAC75494.2
b2442,intZ,putative phage integrase IntZ,2558857,2560066,1209,403,+,AAC75495.2
b2443,yffL,uncharacterized protein YffL,2560256,2560898,642,214,+,AAC75496.1
b2444,yffM,uncharacterized protein YffM,2561367,2561613,246,82,+,AAC75497.1
b2445,yffN,uncharacterized protein YffN,2561624,2561993,369,123,+,AAC75498.2
b2446,yffO,uncharacterized protein YffO,2562110,2562527,417,139,+,AAC75499.1
b2447,yffP,uncharacterized protein YffP,2562523,2563117,594,198,+,AAC75500.1
b2448,yffQ,uncharacterized protein YffQ,2563591,2563969,378,126,+,AAC75501.2
b2449,yffR,uncharacterized protein YffR,2563979,2564372,393,131,+,AAC75502.1
b2450,yffS,uncharacterized protein YffS,2564522,2565332,810,270,+,AAC75503.2
b2451,eutA,ethanolamine ammonia-lyase reactivase EutA,2565480,2566884,1404,468,-,AAC75504.1
b2452,eutH,putative ethanolamine permease EutH,2566880,2568107,1227,409,-,AAC75505.1
b2453,eutG,putative alcohol dehydrogenase EutG,2568323,2569511,1188,396,-,AAC75506.2
b2454,eutJ,putative ethanolamine utilization chaperonin EutJ,2569500,2570337,837,279,-,AAC75507.1
b2455,eutE,acetaldehyde dehydrogenase (acetylating) EutE,2570347,2571751,1404,468,-,AAC75508.1
b2456,eutN,putative ethanolamine catabolic microcompartment shell protein EutN,2571762,2572050,288,96,-,AAC75509.1
b2457,eutM,putative ethanolamine catabolic microcompartment shell protein EutM,2572156,2572450,294,98,-,AAC75510.2
b2458,eutD,phosphate acetyltransferase EutD,2572488,2573505,1017,339,-,AAC75511.1
b2459,eutT,putative ethanolamine utilization cobalamin adenosyltransferase,2573501,2574305,804,268,-,AAC75512.1
b2460,eutQ,putative ethanolamine utilization acetate kinase EutQ,2574301,2575003,702,234,-,AAC75513.1
b2461,eutP,putative ethanolamine utilization acetate kinase EutP,2574977,2575457,480,160,-,AAC75514.1
b2462,eutS,putative ethanolamine catabolic microcompartment shell protein EutS,2575469,2575805,336,112,-,AAC75515.2
b2463,maeB,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)),2576097,2578377,2280,760,-,AAC75516.1
b2464,talA,transaldolase A,2578665,2579616,951,317,+,AAC75517.1
b2465,tktB,transketolase 2,2579635,2581639,2004,668,+,AAC75518.1
b2466,ypfG,DUF1176 domain-containing protein YpfG,2581733,2582777,1044,348,-,AAC75519.1
b2467,nudK,GDP-mannose hydrolase,2582902,2583478,576,192,-,AAC75520.1
b2468,aegA,putative oxidoreductase AegA,2583545,2585525,1980,660,-,AAC75521.1
b2469,narQ,sensor histidine kinase NarQ,2585730,2587431,1701,567,+,AAC75522.1
b2470,acrD,multidrug efflux pump RND permease AcrD,2587594,2590708,3114,1038,+,AAC75523.1
b4606,ypfM,uncharacterized protein YpfM,2590806,2590866,60,20,-,ABP93450.1
b2471,yffB,putative reductase YffB,2591246,2591603,357,119,+,AAC75524.1
b2472,dapE,succinyl-diaminopimelate desuccinylase,2591606,2592734,1128,376,+,AAC75525.1
b4547,ypfN,PF13980 family protein YpfN,2592761,2592962,201,67,+,ABD18697.1
b2473,ypfH,esterase YpfH,2593071,2593770,699,233,-,AAC75526.2
b2474,tmcA,tRNA(Met) cytidine acetyltransferase,2593843,2595859,2016,672,-,AAC75527.1
b2475,ypfJ,uncharacterized protein YpfJ,2595873,2596737,864,288,-,AAC75528.1
b2476,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,2596904,2597618,714,238,-,AAC75529.1
b2477,bamC,outer membrane protein assembly factor BamC,2597830,2598865,1035,345,-,AAC75530.2
b2478,dapA,4-hydroxy-tetrahydrodipicolinate synthase,2598881,2599760,879,293,-,AAC75531.1
b2479,gcvR,transcriptional regulator GcvR,2599905,2600478,573,191,+,AAC75532.2
b2480,bcp,thiol peroxidase,2600477,2600948,471,157,+,AAC75533.1
b2481,hyfA,hydrogenase 4 component A,2601200,2601818,618,206,+,AAC75534.2
b2482,hyfB,hydrogenase 4 component B,2601817,2603836,2019,673,+,AAC75535.1
b2483,hyfC,hydrogenase 4 component C,2603846,2604794,948,316,+,AAC75536.2
b2484,hyfD,hydrogenase 4 component D,2604810,2606250,1440,480,+,AAC75537.1
b2485,hyfE,hydrogenase 4 component E,2606261,2606912,651,217,+,AAC75538.1
b2486,hyfF,hydrogenase 4 component F,2606916,2608497,1581,527,+,AAC75539.1
b2487,hyfG,hydrogenase 4 catalytic subunit HyfG,2608486,2610154,1668,556,+,AAC75540.1
b2488,hyfH,hydrogenase 4 component H,2610163,2610709,546,182,+,AAC75541.1
b2489,hyfI,hydrogenase 4 catalytic subunit HyfI,2610705,2611464,759,253,+,AAC75542.1
b2490,hyfJ,putative hydrogenase 4 assembly protein,2611456,2611870,414,138,+,AAC75543.2
b2491,hyfR,DNA-binding transcriptional activator HyfR,2611899,2613912,2013,671,+,AAC75544.2
b2492,focB,formate channel FocB,2613933,2614782,849,283,+,AAC75545.1
b2493,yfgO,putative transporter YfgO,2614819,2615881,1062,354,-,AAC75546.1
b2494,bepA,beta-barrel assembly-enhancing protease,2616093,2617557,1464,488,+,AAC75547.1
b2495,yfgD,putative oxidoreductase YfgD,2617577,2617937,360,120,+,AAC75548.1
b2496,hda,inibitor of reinitiation of DNA replication,2618074,2618776,702,234,-,AAC75549.2
b2497,uraA,uracil:H(+) symporter UraA,2618870,2620160,1290,430,-,AAC75550.1
b2498,upp,uracil phosphoribosyltransferase,2620245,2620872,627,209,-,AAC75551.2
b2499,purM,phosphoribosylformylglycinamide cyclo-ligase,2621196,2622234,1038,346,+,AAC75552.1
b2500,purN,phosphoribosylglycinamide formyltransferase 1,2622233,2622872,639,213,+,AAC75553.1
b2501,ppk,polyphosphate kinase,2623043,2625110,2067,689,+,AAC75554.1
b2502,ppx,exopolyphosphatase,2625114,2626656,1542,514,+,AAC75555.1
b2503,pdeF,cyclic di-GMP phosphodiesterase PdeF,2626694,2628938,2244,748,-,AAC75556.1
b2504,yfgG,Ni/Co stress response protein YfgG,2629289,2629481,192,64,+,AAC75557.1
b2505,yfgH,lipoprotein YfgH,2629791,2630310,519,173,+,AAC75558.1
b2506,yfgI,nalidixic acid resistance protein YfgI,2630325,2630865,540,180,+,AAC75559.1
b2507,guaA,GMP synthetase,2630957,2632535,1578,526,-,AAC75560.1
b2508,guaB,inosine 5'-monophosphate dehydrogenase,2632603,2634070,1467,489,-,AAC75561.1
b2509,xseA,exodeoxyribonuclease VII subunit XseA,2634231,2635602,1371,457,+,AAC75562.1
b2510,yfgJ,zinc ribbon domain-containing protein YfgJ,2635598,2635814,216,72,-,AAC75563.2
b2511,der,50S ribosomal subunit stability factor,2635883,2637356,1473,491,-,AAC75564.2
b2512,bamB,outer membrane protein assembly factor BamB,2637473,2638652,1179,393,-,AAC75565.1
b2513,yfgM,ancillary SecYEG translocon subunit,2638662,2639283,621,207,-,AAC75566.1
b2514,hisS,histidine--tRNA ligase,2639300,2640575,1275,425,-,AAC75567.1
b2515,ispG,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),2640685,2641804,1119,373,-,AAC75568.1
b2516,rodZ,cytoskeleton protein RodZ,2641830,2642844,1014,338,-,AAC75569.1
b2517,rlmN,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,2643128,2644283,1155,385,-,AAC75570.1
b2518,ndk,nucleoside diphosphate kinase,2644432,2644864,432,144,-,AAC75571.1
b2519,pbpC,peptidoglycan glycosyltransferase PbpC,2645012,2647325,2313,771,-,AAC75572.1
b2520,yfhM,alpha2-macroglobulin,2647325,2652287,4962,1654,-,AAC75573.1
b2521,sseA,3-mercaptopyruvate sulfurtransferase,2652493,2653339,846,282,+,AAC75574.2
b4812,timP,putative toxic protein TimP,2654000,2654126,126,42,+,UMR55116.1
b2522,sseB,protein SseB,2654156,2654933,777,259,-,AAC75575.2
b2523,pepB,aminopeptidase B,2655074,2656358,1284,428,-,AAC75576.2
b2524,iscX,accessory [Fe-S] cluster assembly protein IscX,2656535,2656736,201,67,-,AAC75577.1
b2525,fdx,reduced ferredoxin,2656747,2657083,336,112,-,AAC75578.1
b2526,hscA,[Fe-S] cluster biosynthesis chaperone HscA,2657084,2658935,1851,617,-,AAC75579.1
b2527,hscB,[Fe-S] cluster biosynthesis co-chaperone HscB,2658951,2659467,516,172,-,AAC75580.1
b2528,iscA,iron-sulfur cluster insertion protein IscA,2659562,2659886,324,108,-,AAC75581.1
b2529,iscU,scaffold protein for [Fe-S] cluster assembly,2659902,2660289,387,129,-,AAC75582.1
b2530,iscS,cysteine desulfurase IscS,2660316,2661531,1215,405,-,AAT48142.1
b2531,iscR,DNA-binding transcriptional dual regulator IscR,2661642,2662131,489,163,-,AAC75584.1
b2532,trmJ,tRNA Cm32/Um32 methyltransferase,2662582,2663323,741,247,-,AAC75585.1
b2533,suhB,Nus factor SuhB,2663441,2664245,804,268,+,AAC75586.1
b2534,yfhR,putative peptidase,2664389,2665244,855,285,+,AAC75587.2
b2535,csiE,stationary phase-inducible protein CsiE,2665434,2666715,1281,427,+,AAC75588.2
b2536,hcaT,putative 3-phenylpropionate transporter,2666706,2667846,1140,380,-,AAC75589.1
b2537,hcaR,DNA-binding transcriptional dual regulator HcaR,2668005,2668896,891,297,-,AAC75590.1
b4706,iroK,protein IroK,2668005,2668071,66,22,-,AGW80435.1
b2538,hcaE,putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha,2669031,2670393,1362,454,+,AAC75591.1
b2539,hcaF,putative 3-phenylpropionate/cinnamate dioxygenase subunit beta,2670389,2670908,519,173,+,AAC75592.1
b2540,hcaC,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,2670907,2671228,321,107,+,AAC75593.1
b2541,hcaB,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase",2671224,2672037,813,271,+,AAC75594.1
b2542,hcaD,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,2672046,2673249,1203,401,+,AAC75595.1
b2543,yphA,putative inner membrane protein,2673345,2673768,423,141,+,AAC75596.2
b2544,yphB,putative aldose 1-epimerase YphB,2673815,2674688,873,291,-,AAC75597.1
b2545,yphC,putative zinc-binding dehydrogenase YphC,2674699,2675761,1062,354,-,AAC75598.2
b2546,yphD,putative ABC transporter membrane subunit YphD,2675826,2676825,999,333,-,AAC75599.1
b2547,yphE,putative ABC transporter ATP-binding protein YphE,2676849,2678361,1512,504,-,AAC75600.1
b2548,yphF,putative ABC transporter periplasmic binding protein YphF,2678383,2679367,984,328,-,AAC75601.1
b2549,yphG,DUF5107 domain-containing protein YphG,2679463,2682745,3282,1094,-,AAC75602.2
b2550,yphH,"putative DNA-binding transcriptional regulator, NAGC-like",2682862,2684056,1194,398,+,AAC75603.2
b2551,glyA,serine hydroxymethyltransferase,2684253,2685507,1254,418,-,AAC75604.1
b2552,hmp,nitric oxide dioxygenase,2685834,2687025,1191,397,+,AAC75605.1
b2553,glnB,nitrogen regulatory protein PII-1,2687069,2687408,339,113,-,AAC75606.1
b2554,glrR,DNA-binding transcriptional activator GlrR,2687468,2688803,1335,445,-,AAC75607.1
b2555,qseG,outer membrane lipoprotein QseG,2688792,2689506,714,238,-,AAC75608.1
b2556,glrK,histidine kinase GlrK,2689670,2691098,1428,476,-,AAC75609.2
b2557,purL,phosphoribosylformylglycinamide synthetase,2691655,2695543,3888,1296,-,AAT48143.1
b2558,mltF,membrane-bound lytic murein transglycosylase F,2695800,2697357,1557,519,+,AAC75611.2
b2559,tadA,tRNA adenosine(34) deaminase,2697353,2697857,504,168,-,AAC75612.2
b2560,pgpC,phosphatidylglycerophosphatase C,2697914,2698550,636,212,-,AAC75613.2
b2561,yfhH,putative DNA-binding transcriptional regulator YfhH,2698758,2699607,849,283,+,AAC75614.2
b2562,yfhL,putative 4Fe-4S cluster-containing protein YfhL,2699662,2699923,261,87,+,AAC75615.1
b4687,shoB,toxic peptide ShoB,2700116,2700197,81,27,-,ACO60003.1
b2563,acpS,holo-[acyl-carrier-protein] synthase,2700617,2700998,381,127,-,AAC75616.1
b2564,pdxJ,pyridoxine 5'-phosphate synthase,2700997,2701729,732,244,-,AAC75617.1
b2565,recO,recombination mediator protein RecO,2701740,2702469,729,243,-,AAC75618.1
b2566,era,30S ribosomal subunit maturation GTPase Era,2702480,2703386,906,302,-,AAC75619.1
b2567,rnc,RNase III,2703382,2704063,681,227,-,AAC75620.1
b2568,lepB,signal peptidase I,2704334,2705309,975,325,-,AAC75621.1
b2569,lepA,30S ribosomal subunit biogenesis factor LepA,2705324,2707124,1800,600,-,AAC75622.1
b2570,rseC,regulatory protein RseC,2707321,2707801,480,160,-,AAC75623.1
b2571,rseB,anti-sigma factor stabilizing protein RseB,2707797,2708754,957,319,-,AAC75624.1
b2572,rseA,anti-sigma-E factor RseA,2708753,2709404,651,217,-,AAC75625.1
b2573,rpoE,RNA polymerase sigma factor RpoE,2709436,2710012,576,192,-,AAC75626.1
b4725,rseD,rpoE leader peptide,2710008,2710164,156,52,-,AYC08234.1
b2574,nadB,L-aspartate oxidase,2710419,2712042,1623,541,+,AAC75627.1
b2575,yfiC,tRNA m(6)A37 methyltransferase,2712026,2712764,738,246,-,AAC75628.2
b2576,srmB,ATP-dependent RNA helicase SrmB,2712895,2714230,1335,445,+,AAC75629.1
b2577,yfiE,putative LysR-type DNA-binding transcriptional regulator YfiE,2714438,2715320,882,294,-,AAC75630.2
b2578,eamB,cysteine/O-acetylserine exporter EamB,2715422,2716010,588,196,+,AAC75631.1
b2579,grcA,stress-induced alternate pyruvate formate-lyase subunit,2716065,2716449,384,128,-,AAC75632.1
b2580,ung,uracil-DNA glycosylase,2716753,2717443,690,230,+,AAC75633.1
b2581,yfiF,putative methyltransferase YfiF,2717490,2718528,1038,346,-,AAC75634.1
b2582,trxC,thioredoxin 2,2718734,2719154,420,140,+,AAC75635.1
b2583,tapT,tRNA 3-amino-3-carboxypropyltransferase,2719222,2719921,699,233,+,AAC75636.2
b2584,patZ,peptidyl-lysine N-acetyltransferase,2719952,2722613,2661,887,+,AAC75637.1
b4782,pssL,protein PssL,2722701,2722743,42,14,+,QNV50535.1
b2585,pssA,phosphatidylserine synthase,2722726,2724082,1356,452,+,AAC75638.2
b2586,yfiM,DUF2279 domain-containing protein YfiM,2724127,2724451,324,108,+,AAC75639.2
b2587,kgtP,alpha-ketoglutarate:H(+) symporter,2724447,2725746,1299,433,-,AAC75640.1
b4783,yfiS,protein YfiS,2725924,2725987,63,21,+,QNV50536.1
b2592,clpB,chaperone protein ClpB,2731599,2734173,2574,858,-,AAC75641.1
b2592,clpB,ClpB80,2731599,2733729,2130,710,-,QNV50514.1
b2593,yfiH,purine nucleoside phosphorylase YfiH,2734302,2735034,732,244,-,AAC75642.1
b2594,rluD,23S rRNA pseudouridine(1911/1915/1917) synthase,2735030,2736011,981,327,-,AAC75643.1
b2595,bamD,outer membrane protein assembly factor BamD,2736145,2736883,738,246,+,AAC75644.1
b2597,raiA,ribosome-associated inhibitor A,2737153,2737495,342,114,+,AAC75646.1
b2598,pheL,phe operon leader peptide,2737598,2737646,48,16,+,AAC75647.1
b2599,pheA,fused chorismate mutase/prephenate dehydratase,2737744,2738905,1161,387,+,AAC75648.1
b2600,tyrA,fused chorismate mutase/prephenate dehydrogenase,2738947,2740069,1122,374,-,AAC75649.1
b2601,aroF,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",2740079,2741150,1071,357,-,AAC75650.1
b2602,yfiL,DUF2799 domain-containing lipoprotein YfiL,2741359,2741725,366,122,+,AAC75651.2
b2603,yfiR,DUF4154 domain-containing protein YfiR,2741874,2742393,519,173,+,AAC75652.1
b2604,dgcN,diguanylate cyclase DgcN,2742382,2743609,1227,409,+,AAC75653.1
b2605,yfiB,lipoprotein YfiB,2743624,2744107,483,161,+,AAC75654.1
b2606,rplS,50S ribosomal subunit protein L19,2744182,2744530,348,116,-,AAC75655.1
b2607,trmD,tRNA m(1)G37 methyltransferase,2744571,2745339,768,256,-,AAC75656.1
b2608,rimM,ribosome maturation factor RimM,2745369,2745918,549,183,-,AAC75657.2
b2609,rpsP,30S ribosomal subunit protein S16,2745936,2746185,249,83,-,AAC75658.1
b2610,ffh,signal recognition particle protein component,2746433,2747795,1362,454,-,AAC75659.1
b2611,ypjD,cytochrome c assembly family protein,2747961,2748753,792,264,+,AAC75660.2
